Orderregel,MachineNaam,Sum of VOCA in uur,Status
181992,Quad,2.79,InProgress
181993,Quad,0.93,InProgress
181994,Quad,0.93,InProgress
182191,Giant,6.5,InProgress
182294,Quad,57.88,InProgress
182295,Quad,5.03,InProgress
182296,Quad,5.87,InProgress
182308,Flash_Cut 3,5.33,InProgress
182309,Atom,2.04,InProgress
182336,Assemblage Secrid,5.56,InProgress
182337,Assemblage Secrid,3.33,InProgress
182338,Assemblage Secrid,3.89,InProgress
182339,Assemblage Secrid,8.89,InProgress
182340,Assemblage Secrid,13.33,InProgress
182341,Assemblage Secrid,6.67,InProgress
182384,Zünd Groot,8.25,InProgress
182385,Zünd Groot,8.25,InProgress
182626,Stikken Secrid,12.33,InProgress
182627,Stikken Secrid,6.17,InProgress
182628,Stikken Secrid,9.25,InProgress
182629,Stikken Secrid,12.33,InProgress
182630,Stikken Secrid,6.17,InProgress
182632,Stikken Secrid,12.33,InProgress
182633,Stikken Secrid,6.17,InProgress
182634,Stikken Secrid,6.17,InProgress
182635,Stikken Secrid,3.08,InProgress
182636,Stikken Secrid,6.17,InProgress
182637,Stikken Secrid,18.5,InProgress
180382,Giant,1.02,InProgress
181134,Giant,2.02,InProgress
182103,Giant,1.08,InProgress
182104,Giant,0.32,InProgress
182105,Giant,0.24,InProgress
173106,Laser 2,96.43,InProgress
179994,Degel 2,16.55,InProgress
180576,Laser 4,0.25,InProgress
180850,Degel 4,14.49,InProgress
180854,Degel 4,24.77,InProgress
180855,Degel 4,18.63,InProgress
181585,Chiesa 150 ton,11.9,InProgress
181631,Zünd Groot,0.25,InProgress
181641,Zünd Groot,0.25,InProgress
181697,Chiesa 150 ton,10.4,InProgress
182093,Atom,1.48,InProgress
182094,Atom,0.38,InProgress
182095,Atom,0.95,InProgress
182096,Snijmachine,0.44,InProgress
182180,Degel 1,4.33,InProgress
182181,Degel 1,4.33,InProgress
182420,Quad,3.56,InProgress
182433,Quad,13.46,InProgress
182447,Flash_Cut 5,2.11,InProgress
182448,Flash_Cut 5,1.59,InProgress
182452,Laser 3,0.55,InProgress
182453,Laser 3,0.12,InProgress
182499,Quad,22.65,InProgress
182500,Quad,1.3,InProgress
182501,Quad,8.39,InProgress
182502,Quad,8.39,InProgress
182507,Stikken Secrid,24.67,InProgress
182508,Flash_Cut 2,23.54,InProgress
182510,Flash_Cut 2,1.92,InProgress
182511,Flash_Cut 2,0.96,InProgress
182512,Flash_Cut 2,5.83,InProgress
182514,Quad,4.19,InProgress
180121,Laser 3,4.61,InProgress
180122,Laser 3,4.36,InProgress
181038,Laser 3,2.94,InProgress
181392,Laser 3,1.86,InProgress
181956,Laser 3,2.82,InProgress
182591,Laser 4,1.84,InProgress
181367,Zünd Groot,0.25,InProgress
181879,Chiesa,8.71,InProgress
181880,Chiesa,8.46,InProgress
182216,Hengsel,33.33,InProgress
182360,Chiesa,4.74,InProgress
182425,Laser 4,9.97,InProgress
182575,Brugstans,1.14,InProgress
182692,Giant,1.22,InProgress
182693,Giant,0.68,InProgress
172852,Verzenden,0,InProgress
179322,Quad,18.71,InProgress
181317,Quad,9.44,InProgress
181318,Quad,5.03,InProgress
181836,Quad,68.71,InProgress
181837,Quad,16.78,InProgress
182003,Quad,3.72,InProgress
182004,Quad,2.75,InProgress
182005,Quad,1.63,InProgress
182080,Quad,12.58,InProgress
182081,Quad,67.11,InProgress
182082,Quad,12.58,InProgress
182101,Laser 2,0.47,InProgress
182102,Laser 2,0.69,InProgress
182260,Laser 4,0.47,InProgress
182261,Laser 3,0.46,InProgress
182262,Laser 3,2.71,InProgress
182263,Verzenden,0.25,InProgress
182264,Laser 4,0.16,InProgress
182266,Laser 2,3.38,InProgress
182267,Laser 3,4.42,InProgress
182268,Laser 4,0.08,InProgress
182269,Laser 3,0.63,InProgress
182270,Laser 4,1.1,InProgress
182271,Laser 3,0.78,InProgress
182273,Verzenden,0.25,InProgress
182275,Laser 4,0.13,InProgress
182279,Buigmachine,0.6,InProgress
182284,Freesmachine,0.49,InProgress
182285,Buigmachine,0.92,InProgress
182286,Assemblage 1,1.47,InProgress
182287,Freesmachine,0.62,InProgress
182288,Buigmachine,0.5,InProgress
182289,Assemblage 1,0.56,InProgress
182291,Laser 2,0.29,InProgress
182292,Buigmachine,2.76,InProgress
182391,Laser 4,0.73,InProgress
182392,Laser 4,0.48,InProgress
182638,Assemblage Secrid,6.67,InProgress
182639,Assemblage Secrid,1.11,InProgress
182640,Assemblage Secrid,4.44,InProgress
182641,Assemblage Secrid,1.11,InProgress
182642,Assemblage Secrid,3.33,InProgress
182643,Assemblage Secrid,3.33,InProgress
182658,Laser 4,6.5,InProgress
182681,Giant,2.16,InProgress
182985,Stikken Secrid,15.42,InProgress
182986,Stikken Secrid,3.08,InProgress
182987,Stikken Secrid,6.17,InProgress
182988,Stikken Secrid,9.25,InProgress
182989,Stikken Secrid,3.08,InProgress
182990,Stikken Secrid,9.25,InProgress
182998,Stikken Secrid,18.5,InProgress
182999,Stikken Secrid,10.08,InProgress
183000,Stikken Secrid,13.41,InProgress
183001,Stikken Secrid,12.33,InProgress
183002,Stikken Secrid,6.17,InProgress
183003,Stikken Secrid,9.25,InProgress
183004,Stikken Secrid,3.08,InProgress
180717,Atom,29.63,InProgress
182413,Chiesa,5.25,InProgress
182415,Giant,5,InProgress
182483,Degel 3,0.96,InProgress
182484,Degel 3,0.63,InProgress
182485,Degel 3,5.2,InProgress
182486,Degel 3,0.42,InProgress
182487,Degel 3,5.63,InProgress
182781,Laser 2,12.2,InProgress
182075,Quad,25.17,InProgress
182076,Quad,8.39,InProgress
182589,Laser 4,0.25,InProgress
182685,Flash_Cut 1,0.67,InProgress
182802,Flash_Cut 2,0.96,InProgress
182805,Flash_Cut 2,11.67,InProgress
182806,Flash_Cut 2,23.33,InProgress
182807,Quad,10.07,InProgress
182810,Quad,0.84,InProgress
182813,Quad,0.84,InProgress
183231,Quad,0.84,InProgress
182718,Laser 4,5.05,InProgress
183026,Giant,1.92,InProgress
183214,Laser 2,0.25,InProgress
183232,Quad,5.03,InProgress
183233,Quad,0.65,InProgress
183234,Quad,5.03,InProgress
183235,Quad,4.19,InProgress
183236,Quad,1.68,InProgress
183237,Quad,2.52,InProgress
182460,Guidoline,4.83,InProgress
182569,Degel 1,3.4,InProgress
178325,Chiesa,0.83,InProgress
178326,Chiesa,1.25,InProgress
178327,Chiesa,2.5,InProgress
181328,Quad,11.74,InProgress
181329,Quad,5.91,InProgress
181330,Quad,37.33,InProgress
182020,Verzenden,4.96,InProgress
182021,Laser 2,0.34,InProgress
182024,Laser 3,1.66,InProgress
182026,Buigmachine,5.83,InProgress
182108,Laser 4,0.28,InProgress
182117,Degel 1,31.48,InProgress
182254,Quad,12.67,InProgress
182255,Quad,17.86,InProgress
182343,Giant,24.37,InProgress
182426,Laser 4,24.33,InProgress
182651,Freesmachine,0.31,InProgress
182652,Buigmachine,0.1,InProgress
182653,Assemblage 1,0.45,InProgress
182654,Freesmachine,1.6,InProgress
182655,Buigmachine,1.67,InProgress
182656,Assemblage 1,1.08,InProgress
182902,Chiesa,3.75,InProgress
182903,Chiesa,7.5,InProgress
182904,Chiesa,2.5,InProgress
182970,Freesmachine,0.5,InProgress
182971,Freesmachine,0.5,InProgress
183005,Assemblage Secrid,16.67,InProgress
183006,Assemblage Secrid,4.44,InProgress
183054,Quad,4.93,InProgress
183224,Basic Wallets,0.92,InProgress
183225,Quad,0.46,InProgress
183226,Quad,0.46,InProgress
183283,Stikken Secrid,12.33,InProgress
183284,Stikken Secrid,12.33,InProgress
183285,Stikken Secrid,2.41,InProgress
183286,Stikken Secrid,3.08,InProgress
183287,Stikken Secrid,3.08,InProgress
183288,,5.17,InProgress
183289,,14.25,InProgress
183293,Stikken Secrid,18.5,InProgress
183294,Stikken Secrid,9.25,InProgress
183295,Stikken Secrid,6.17,InProgress
183296,Stikken Secrid,6.17,InProgress
183297,Stikken Secrid,18.5,InProgress
177598,Giant,17.65,InProgress
179524,Giant,14.28,InProgress
180392,Degel 1,7.97,InProgress
180393,Degel 1,1.13,InProgress
180394,Degel 1,2.85,InProgress
180395,Degel 1,1.25,InProgress
180396,Degel 1,3.08,InProgress
180851,Degel 4,26.38,InProgress
180852,Degel 4,81.43,InProgress
180853,Degel 4,58.1,InProgress
180889,Zünd Groot,0.48,InProgress
181856,Chiesa,2.69,InProgress
181857,Chiesa,4.2,InProgress
181858,Chiesa,1.04,InProgress
181863,Chiesa,6.87,InProgress
181864,Chiesa,2.92,InProgress
181867,Chiesa,1.13,InProgress
181868,Chiesa,1.18,InProgress
181873,Chiesa,0.59,InProgress
181924,Chiesa 150 ton,141.75,InProgress
182138,Degel 1,0.93,InProgress
182157,Giant,0.61,InProgress
182577,Chiesa,0.73,InProgress
182578,Chiesa,0.12,InProgress
182771,Chiesa,16.7,InProgress
182885,Zünd Groot,0.43,InProgress
182886,Zünd Groot,0.29,InProgress
183035,Giant,2.46,InProgress
183128,Laser 2,5.5,InProgress
183433,Laser 2,0.5,InProgress
183435,Laser 2,0.83,InProgress
180873,Giant,7.25,InProgress
181437,Laser 4,2.42,InProgress
181438,Laser 3,1.05,InProgress
181505,Degel 1,18.19,InProgress
182350,Chiesa,3.05,InProgress
182402,Giant,2.23,InProgress
182582,Atom,3.35,InProgress
182583,Atom,1.94,InProgress
182584,Atom,1.9,InProgress
182600,Atom,5.47,InProgress
182607,Laser 3,6.38,InProgress
182608,Laser 3,0.92,InProgress
182609,Laser 3,0.58,InProgress
182610,Laser 3,0.27,InProgress
182611,Laser 4,4.58,InProgress
182612,Laser 3,0.05,InProgress
182613,Laser 4,2.01,InProgress
182614,Laser 4,0.1,InProgress
182615,Laser 3,0.07,InProgress
182616,Laser 3,0.06,InProgress
182617,Laser 3,0.06,InProgress
182618,Laser 3,0.07,InProgress
182619,Laser 4,0.03,InProgress
183200,Quad,12.33,InProgress
183201,Quad,33.92,InProgress
183203,Quad,21.58,InProgress
183206,Quad,18.5,InProgress
183211,Flash_Cut 2,9.25,InProgress
183213,,0.03,InProgress
183268,Atom,1.5,InProgress
183269,Atom,1.17,InProgress
183587,Quad,3.08,InProgress
183588,Quad,40.08,InProgress
179453,Chiesa,15.83,InProgress
181497,Degel 1,1.58,InProgress
182605,Zünd Groot,4.41,InProgress
182621,Zünd Groot,1.89,InProgress
182759,Atom,4.19,InProgress
182761,Atom,5.24,InProgress
182860,Degel 1,5.93,InProgress
182861,Degel 1,8.94,InProgress
183076,Laser 4,0.25,InProgress
183572,Laser 4,0.01,InProgress
181772,Laser 3,55.56,InProgress
182563,Chiesa,103.73,InProgress
182944,Degel 1,0.87,InProgress
183030,Giant,3.13,InProgress
183059,Chiesa,0.41,InProgress
183432,Laser 4,3.4,InProgress
183434,Laser 2,3.89,InProgress
183436,Laser 2,1.75,InProgress
183438,Laser 3,1.33,InProgress
183439,Laser 4,1.13,InProgress
183442,Laser 4,0.85,InProgress
183443,Laser 4,3.5,InProgress
183444,Laser 4,4.72,InProgress
180721,Laser 4,1.31,InProgress
181395,Laser 4,1.06,InProgress
181571,Chiesa 150 ton,15.65,InProgress
181843,Quad,9.76,InProgress
181844,Quad,50.33,InProgress
181845,Quad,27.68,InProgress
181953,Laser 4,0.59,InProgress
181954,Laser 4,3.63,InProgress
181955,Laser 4,1.08,InProgress
182148,Laser 4,0.27,InProgress
182149,Laser 4,0.01,InProgress
182150,Laser 4,0.69,InProgress
182151,Laser 4,0.02,InProgress
182276,Quad,24.04,InProgress
182277,Quad,1.74,InProgress
182278,Quad,4.24,InProgress
182315,Laser 4,8.58,InProgress
182559,Chiesa 150 ton,23.9,InProgress
182602,Giant,7.2,InProgress
182740,Laser 4,1.28,InProgress
182950,Degel 2,2.16,InProgress
183007,Assemblage Secrid,11.11,InProgress
183008,Assemblage Secrid,2.22,InProgress
183029,Giant,3.38,InProgress
183031,Giant,0.15,InProgress
183032,Giant,3.06,InProgress
183177,Chiesa 150 ton,35,InProgress
183179,Chiesa 150 ton,3.8,InProgress
183267,Assemblage Secrid,12.22,InProgress
183298,Assemblage Secrid,27.78,InProgress
183299,Assemblage Secrid,2.22,InProgress
183300,Assemblage Secrid,6.67,InProgress
183394,Basic Wallets,0.01,InProgress
183396,Quad,0.01,InProgress
183448,Laser 4,6.67,InProgress
183449,Laser 4,6.67,InProgress
183487,Laser 4,0.33,InProgress
183488,Laser 4,0.5,InProgress
183489,Laser 4,0.42,InProgress
183490,Laser 4,0.26,InProgress
183491,Laser 4,0.15,InProgress
183492,Laser 4,0.29,InProgress
183493,Laser 4,0.61,InProgress
183494,Laser 4,0.21,InProgress
183495,Laser 4,0.21,InProgress
183496,Laser 4,0.5,InProgress
183497,Laser 4,0.42,InProgress
183498,Laser 4,0.88,InProgress
183499,Laser 4,0.15,InProgress
183500,Laser 4,0.38,InProgress
183501,Laser 4,0.38,InProgress
183502,Laser 4,0.21,InProgress
183503,Laser 4,0.08,InProgress
183504,Laser 4,0.17,InProgress
181958,Atom,5.54,InProgress
182488,Degel 3,1.87,InProgress
182489,Degel 3,2.08,InProgress
182923,Atom,5.83,InProgress
182948,Atom,2.35,InProgress
182956,Atom,2.01,InProgress
182963,Atom,2.41,InProgress
182967,Atom,3.32,InProgress
182974,Atom,2.64,InProgress
182980,Giant,1.67,InProgress
183045,Flash_Cut 5,0.46,InProgress
183046,Flash_Cut 5,0.11,InProgress
183047,Flash_Cut 5,0.13,InProgress
183048,Flash_Cut 5,0.08,InProgress
183049,Flash_Cut 5,0.08,InProgress
183050,Flash_Cut 5,0.17,InProgress
183056,Laser 3,1.09,InProgress
183185,Giant,9.34,InProgress
183409,Degel 4,151.68,InProgress
183555,Laser 4,0.25,InProgress
183563,Laser 4,1.35,InProgress
179369,Giant,0.25,InProgress
181284,Degel 3,41.79,InProgress
181285,Assemblage 1,42.19,InProgress
182688,Sysco,1.24,InProgress
182689,Sysco,2.78,InProgress
182959,Giant,13.69,InProgress
183131,Laser 2,0.25,InProgress
183140,Degel 3,0.67,InProgress
183387,Laser 4,0.25,InProgress
183548,Flash_Cut 2,37,InProgress
183549,Quad,18.5,InProgress
183550,Quad,18.5,InProgress
183551,Flash_Cut 2,9.25,InProgress
183552,Quad,24.67,InProgress
183553,Flash_Cut 2,27.75,InProgress
183557,Flash_Cut 2,21.58,InProgress
183559,Quad,6.17,InProgress
183560,,0.03,InProgress
183659,Degel 1,0.93,InProgress
183703,Laser 4,0.05,InProgress
183704,Laser 4,0.05,InProgress
183705,Laser 4,0.05,InProgress
183706,Laser 4,0.05,InProgress
183707,Laser 4,0.05,InProgress
183708,Laser 4,0.05,InProgress
183712,Laser 4,0.05,InProgress
183713,Laser 4,0.05,InProgress
183714,Laser 4,0.05,InProgress
183715,Laser 4,0.05,InProgress
183716,Laser 4,0.05,InProgress
183717,Laser 4,0.05,InProgress
183831,Quad,12.33,InProgress
179454,Assemblage drankverpakkingen,223.06,InProgress
180718,Atom,21.97,InProgress
181693,Chiesa,0.25,InProgress
183247,Giant,0.25,InProgress
183274,Flash_Cut 5,0.8,InProgress
183275,Flash_Cut 5,1.5,InProgress
183276,Flash_Cut 5,0.56,InProgress
183331,Giant,0.33,InProgress
183332,Giant,0.08,InProgress
183333,Giant,0.08,InProgress
183347,Giant,1.61,InProgress
183348,Giant,2.26,InProgress
183349,Giant,5.89,InProgress
183352,Giant,1.16,InProgress
183353,Giant,0.91,InProgress
183354,Giant,0.91,InProgress
183355,Giant,1.36,InProgress
183356,Giant,1.36,InProgress
183458,Flash_Cut 5,0.5,InProgress
183459,Flash_Cut 5,0.25,InProgress
183461,Flash_Cut 5,0.09,InProgress
183477,Flash_Cut 5,0.24,InProgress
183478,Flash_Cut 5,0.24,InProgress
183479,Flash_Cut 5,0.09,InProgress
183832,Zünd Groot,0.25,InProgress
180826,Degel 2,16.39,InProgress
181677,Zünd Groot,0.25,InProgress
182084,Giant,4.53,InProgress
182086,Giant,4.53,InProgress
182724,Snijmachine,5.25,InProgress
183734,Zünd Groot,17.53,InProgress
183735,Zünd Groot,17.28,InProgress
183736,Zünd Groot,17.28,InProgress
183737,Zünd Groot,8.64,InProgress
183738,Zünd Groot,8.64,InProgress
183739,Zünd Groot,20.73,InProgress
183740,Zünd Groot,13.82,InProgress
183741,Zünd Groot,3.46,InProgress
183742,Zünd Groot,3.46,InProgress
182059,Quad,4.56,InProgress
182225,Verzenden,0.25,InProgress
182226,Laser 3,0.01,InProgress
182228,Laser 3,0.27,InProgress
182229,Laser 3,0.04,InProgress
182230,Laser 3,0.02,InProgress
182231,Laser 3,0.02,InProgress
182232,Laser 3,0.02,InProgress
182233,Laser 3,0.02,InProgress
182234,Laser 3,0.02,InProgress
182235,Laser 3,0.01,InProgress
182248,Quad,26.01,InProgress
182249,Quad,12.58,InProgress
182478,Laser 4,0.14,InProgress
182546,Chiesa 150 ton,33.2,InProgress
182547,Chiesa 150 ton,66.4,InProgress
182556,Hengsel,52.94,InProgress
182721,Giant,1.13,InProgress
182730,Laser 3,0.31,InProgress
182732,Laser 3,0.01,InProgress
182733,Laser 3,0.01,InProgress
182734,Laser 3,0.22,InProgress
182735,Laser 3,0.19,InProgress
182736,Laser 3,1.25,InProgress
182737,Laser 3,0.09,InProgress
182738,Laser 3,0.08,InProgress
182739,Laser 3,0.78,InProgress
182744,Laser 2,0.38,InProgress
182745,Buigmachine,0.6,InProgress
182746,Freesmachine,0.08,InProgress
182747,Buigmachine,0.2,InProgress
182748,Assemblage 1,0.33,InProgress
182749,Freesmachine,0.18,InProgress
182750,Buigmachine,0.26,InProgress
182751,Assemblage 1,0.17,InProgress
182767,Laser 3,0.29,InProgress
182768,Laser 2,0.02,InProgress
182769,Laser 3,0.02,InProgress
182793,Laser 3,1.4,InProgress
182797,Laser 3,0.05,InProgress
182798,Laser 3,0.07,InProgress
182799,Laser 4,0.16,InProgress
182893,Laser 3,0.27,InProgress
182894,Buigmachine,0.17,InProgress
183088,Laser 4,0.5,InProgress
183189,Laser 4,2.07,InProgress
183190,Laser 4,0.83,InProgress
183191,Laser 4,1.4,InProgress
183302,Laser 3,0.04,InProgress
183310,Quad,33.64,InProgress
183311,Quad,6.71,InProgress
183312,Quad,7.55,InProgress
183413,Degel 3,4.44,InProgress
183511,Quad,8.89,InProgress
183512,Quad,2.94,InProgress
183618,Giant,3.52,InProgress
183619,Giant,3.73,InProgress
183620,Giant,3.4,InProgress
183647,Assemblage Secrid,6.67,InProgress
183648,Assemblage Secrid,11.11,InProgress
183649,Assemblage Secrid,20,InProgress
183650,Assemblage Secrid,13.33,InProgress
183651,Assemblage Secrid,1.11,InProgress
183744,Quad,5.87,InProgress
183745,Quad,6.71,InProgress
183746,Quad,3.36,InProgress
183903,Stikken Secrid,6.17,InProgress
183904,Stikken Secrid,18.5,InProgress
183905,Stikken Secrid,9.25,InProgress
183906,Stikken Secrid,6.17,InProgress
183907,Stikken Secrid,3.08,InProgress
183908,Stikken Secrid,3.08,InProgress
183909,Stikken Secrid,6.17,InProgress
183910,Stikken Secrid,0,InProgress
181287,Degel 3,41.79,InProgress
181288,Assemblage 1,50.34,InProgress
183536,Flash_Cut 5,0.61,InProgress
183541,Quad,1.22,InProgress
183542,Quad,2.24,InProgress
183543,Quad,0.54,InProgress
183691,Laser 4,5.56,InProgress
183692,Laser 4,6.42,InProgress
183693,Laser 4,6.67,InProgress
183694,Laser 4,4.44,InProgress
183695,Laser 4,8.97,InProgress
181783,Flash_Cut 5,0.71,InProgress
181961,Atom,4.65,InProgress
182775,Giant,0.94,InProgress
182921,Laser 3,5.97,InProgress
182930,Snijmachine,3.5,InProgress
182934,Snijmachine,1.06,InProgress
182937,Atom,2.59,InProgress
182977,Atom,2.59,InProgress
183121,Laser 4,0.03,InProgress
183143,Slitmachine,3.29,InProgress
183155,Atom,3.23,InProgress
183159,Atom,45.49,InProgress
183168,Atom,3.86,InProgress
183171,Atom,4.27,InProgress
183410,Degel 1,17.78,InProgress
183566,Giant,1.91,InProgress
183642,Giant,2.06,InProgress
183720,Quad,12.33,InProgress
183722,Flash_Cut 2,12.33,InProgress
183723,Stikken Secrid,43.17,InProgress
183727,Quad,12.33,InProgress
183731,Flash_Cut 2,24.67,InProgress
183732,Flash_Cut 2,37,InProgress
183733,,0.03,InProgress
183753,Zünd Groot,3.83,InProgress
183754,Zünd Groot,1.06,InProgress
183788,Giant,0.33,InProgress
183789,Giant,0.53,InProgress
183790,Giant,0.37,InProgress
183791,Giant,0.37,InProgress
183792,Giant,0.46,InProgress
183793,Giant,0.31,InProgress
183794,Giant,0.76,InProgress
183795,Giant,0.39,InProgress
183813,Giant,1.89,InProgress
183893,Giant,0.25,InProgress
183936,Laser 4,0.26,InProgress
183965,Giant,1.54,InProgress
183966,Giant,1.27,InProgress
183980,Basic Wallets,0,InProgress
183982,Quad,0,InProgress
184126,Quad,12.33,InProgress
184127,Quad,30.83,InProgress
184128,Flash_Cut 2,24.67,InProgress
178293,Laser 2,0.29,InProgress
178294,Laser 4,0.43,InProgress
179464,Chiesa,12.74,InProgress
179465,Assemblage drankverpakkingen,299.98,InProgress
179680,Giant,0.31,InProgress
181095,Laser 1,0.04,InProgress
182475,Degel 2,0.65,InProgress
183098,Degel 2,8.5,InProgress
183871,Laser 2,2.17,InProgress
184129,Quad,21.58,InProgress
172515,Laser 1,68.15,InProgress
181260,Laser 1,32.86,InProgress
182211,Verzenden,0,InProgress
182312,Laser 4,1.33,InProgress
183147,Laser 2,7.87,InProgress
183227,Laser 2,0.35,InProgress
183280,Degel 1,1.64,InProgress
183377,Laser 4,0.25,InProgress
183383,Laser 3,0.25,InProgress
183385,Laser 4,0.55,InProgress
183638,Laser 4,4.25,InProgress
183641,Laser 3,0.96,InProgress
183849,Laser 4,0.25,InProgress
183864,Degel 1,5.75,InProgress
184083,Laser 4,0.25,InProgress
184155,Laser 4,10.97,InProgress
181637,Laser 2,7.86,InProgress
183089,Laser 3,0.22,InProgress
183090,Buigmachine,1.87,InProgress
183163,Atom,4.58,InProgress
183219,Quad,22.99,InProgress
183400,Snijmachine,3.41,InProgress
183698,Laser 3,1.94,InProgress
183699,Laser 3,1.11,InProgress
183756,Quad,20.64,InProgress
183835,Degel 4,11.59,InProgress
183911,Assemblage Secrid,2.22,InProgress
183912,Assemblage Secrid,3.33,InProgress
183913,Assemblage Secrid,6.67,InProgress
183914,Assemblage Secrid,3.38,InProgress
183915,Assemblage Secrid,1.11,InProgress
183916,Assemblage Secrid,1.11,InProgress
183923,Degel 1,14.17,InProgress
184039,Laser 3,0.28,InProgress
184175,Stikken Secrid,0.62,InProgress
184176,Stikken Secrid,0.62,InProgress
184177,Stikken Secrid,9.25,InProgress
184178,Stikken Secrid,0.52,InProgress
184179,Stikken Secrid,0.43,InProgress
184180,Stikken Secrid,0.62,InProgress
184240,Laser 2,-1.33,InProgress
179458,Chiesa,12.33,InProgress
179459,Assemblage drankverpakkingen,226.89,InProgress
182896,Flash_Cut 5,0.76,InProgress
183243,Sysco,4.45,InProgress
184116,Degel 1,2.13,InProgress
185062,Assemblage Secrid,2.22,InProgress
185063,Assemblage Secrid,6.67,InProgress
185064,Assemblage Secrid,2.22,InProgress
182352,Degel 4,17.17,InProgress
182353,Degel 4,35.22,InProgress
182354,Degel 4,16.67,InProgress
182355,Degel 4,16.67,InProgress
182356,Degel 4,33.33,InProgress
182357,Degel 4,16.67,InProgress
182358,Degel 4,16.67,InProgress
182408,Snijmachine,2.08,InProgress
182457,Giant,7.01,InProgress
182561,Chiesa 150 ton,23.9,InProgress
183188,Laser 3,0.56,InProgress
183195,Laser 2,0.3,InProgress
183196,Laser 2,1.03,InProgress
183633,Laser 4,0.38,InProgress
183634,Laser 3,1.33,InProgress
183635,Laser 4,0.35,InProgress
183636,Laser 4,0.28,InProgress
183761,Laser 3,4.31,InProgress
183762,Laser 3,0.08,InProgress
183872,Giant,0.27,InProgress
183873,Giant,0.02,InProgress
183880,Chiesa 150 ton,10.3,InProgress
183881,Chiesa 150 ton,10.3,InProgress
183883,Chiesa 150 ton,30.6,InProgress
183884,Chiesa 150 ton,61.2,InProgress
183920,Giant,3.62,InProgress
183921,Giant,1.81,InProgress
184030,Laser 4,15.92,InProgress
184087,Quad,18.5,InProgress
184088,Quad,24.67,InProgress
184091,Quad,18.5,InProgress
184092,Quad,15.42,InProgress
184093,Quad,30.83,InProgress
184094,Quad,52.42,InProgress
184096,Stikken Secrid,12.33,InProgress
184099,Stikken Secrid,43.17,InProgress
184376,Quad,6.17,InProgress
184377,Quad,3.08,InProgress
184378,Quad,15.42,InProgress
185065,Assemblage Secrid,6.67,InProgress
179461,Chiesa,15.36,InProgress
179462,Assemblage drankverpakkingen,282.68,InProgress
181716,Laser 2,0.89,InProgress
183257,Atom,6.28,InProgress
183581,Laser 2,0.62,InProgress
183589,Laserstansen,0.01,InProgress
184032,Laser 4,5.22,InProgress
184120,Laser 1,0.88,InProgress
184150,Giant,0.25,InProgress
184241,Laser 4,15.77,InProgress
184379,Flash_Cut 2,9.25,InProgress
183150,Laser 2,3.79,InProgress
183888,Giant,0.93,InProgress
183890,Giant,0.85,InProgress
184064,Laser 4,0.25,InProgress
184156,Brugstans,0.71,InProgress
184157,Brugstans,0.59,InProgress
184279,Zünd Groot,3.53,InProgress
184280,Zünd Groot,1.89,InProgress
184312,Chiesa 150 ton,0.25,InProgress
184359,Laser 4,10.51,InProgress
184360,Laser 4,15.93,InProgress
184361,Laser 4,0.26,InProgress
180891,Atom,14.72,InProgress
180892,Giant,0,InProgress
180978,Giant,0.44,InProgress
183175,Chiesa 150 ton,9.07,InProgress
183181,Chiesa 150 ton,6.37,InProgress
183183,Chiesa 150 ton,28.35,InProgress
183317,Quad,51.93,InProgress
183318,Quad,17.57,InProgress
183775,Quad,17.62,InProgress
183776,Quad,2.52,InProgress
183804,Flash_Cut 2,61.06,InProgress
183895,Chiesa,2.47,InProgress
183896,Chiesa,14.14,InProgress
184016,Quad,36.83,InProgress
184108,Zünd Groot,2.79,InProgress
184184,Assemblage Secrid,2.22,InProgress
184185,Assemblage Secrid,2.22,InProgress
184186,Assemblage Secrid,6.67,InProgress
184187,Assemblage Secrid,1.11,InProgress
184188,Assemblage Secrid,3.33,InProgress
184189,Assemblage Secrid,1.11,InProgress
184190,Assemblage Secrid,2.22,InProgress
184191,Assemblage Secrid,1.11,InProgress
184192,Assemblage Secrid,1.11,InProgress
184193,Assemblage Secrid,4.44,InProgress
184266,Zünd Groot,0.25,InProgress
184330,Giant,0.25,InProgress
184345,Zünd Groot,0.25,InProgress
184426,,3.44,InProgress
184427,Stikken Secrid,9.25,InProgress
184428,Stikken Secrid,18.5,InProgress
184429,Stikken Secrid,38,InProgress
184430,Stikken Secrid,37,InProgress
184431,Stikken Secrid,9.25,InProgress
184432,Stikken Secrid,3.08,InProgress
184435,Stikken Secrid,3.08,InProgress
184436,Stikken Secrid,12.33,InProgress
184437,Stikken Secrid,18.5,InProgress
184438,Stikken Secrid,55.5,InProgress
184439,Stikken Secrid,6.17,InProgress
184440,Stikken Secrid,3.08,InProgress
184441,Stikken Secrid,3.08,InProgress
184442,Stikken Secrid,3.08,InProgress
184460,Laser 4,0.25,InProgress
183989,Quad,14.26,InProgress
183990,Quad,5.03,InProgress
183991,Quad,3.36,InProgress
184033,Laser 4,15.67,InProgress
184036,Laser 4,9.65,InProgress
184123,Giant,17.33,InProgress
184443,Basic Wallets,0,InProgress
184445,Quad,0,InProgress
180926,Hengsel,64.88,InProgress
181126,Laser 4,0.25,InProgress
181127,Laser 1,0.46,InProgress
181254,Laser 1,0.56,InProgress
181255,Laser 1,0.04,InProgress
182038,Laser 1,0.37,InProgress
182040,Laser 1,0.37,InProgress
182044,Laser 1,0.37,InProgress
